bedrooms,bathrooms,sqft_living,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,city
-0.36735095737972717,-1.05718663148046,-0.8332613593665643,-0.7863690413424056,-0.0397778642087865,-0.25375256111917616,-0.6704960263825771,-0.4654580243470219,-0.6830689270904141,-0.4906650967997402,0.8496285871346736
-0.36735095737972717,0.483563493754685,-0.0036449040985503246,-0.7863690413424056,-0.0397778642087865,-0.25375256111917616,0.8143692262127744,0.4009648468204919,-0.6830689270904141,-0.1284918386001027,-0.6659289152671756
-0.36735095737972717,0.483563493754685,0.09478416686545132,-0.7863690413424056,-0.0397778642087865,-0.25375256111917616,0.8143692262127744,-0.9647525602740638,1.7951093372452662,-0.22726636356364016,-2.0031855350335133
0.7715869496637048,0.483563493754685,0.010416391753449912,-0.7863690413424056,-0.0397778642087865,-0.25375256111917616,0.8143692262127744,-0.7591606925393994,1.2994736843781303,0.2007565779450223,0.4038763805458944
-1.5062888644231591,-1.05718663148046,-1.4800809685585752,-0.7863690413424056,-0.0397778642087865,-0.25375256111917616,-0.6704960263825771,-1.1409741611894904,-0.6830689270904141,-1.0503874049264526,0.7604781458169177
-1.5062888644231591,0.483563493754685,-0.8192000635145641,-0.7863690413424056,-0.0397778642087865,-0.25375256111917616,-0.6704960263825771,-0.450772890937403,-0.6830689270904141,0.2007565779450223,0.4038763805458944
0.7715869496637048,0.483563493754685,-0.58015803403056,-0.7863690413424056,-0.0397778642087865,-0.25375256111917616,-0.6704960263825771,-0.20112562297388212,-0.6830689270904141,-0.8199135133448652,0.7604781458169177
-0.36735095737972717,-1.05718663148046,-0.31299341284255555,-0.7863690413424056,-0.0397778642087865,-0.25375256111917616,-0.6704960263825771,0.07789191180887657,-0.6830689270904141,-0.7211389883813276,-0.4876280326316639
-0.36735095737972717,-1.05718663148046,0.5588069299814591,-0.7863690413424056,-0.0397778642087865,-0.25375256111917616,-0.6704960263825771,0.4597053804589674,0.20907524807043082,0.3324559445630723,0.5821772631814061
-0.36735095737972717,-1.05718663148046,-1.1847937556665702,-0.7863690413424056,-0.0397778642087865,-0.25375256111917616,0.8143692262127744,-0.8325863595874938,-0.6830689270904141,-0.4906650967997402,0.7604781458169177
-0.36735095737972717,-1.05718663148046,-1.0301195012945676,-0.7863690413424056,-0.0397778642087865,-0.25375256111917616,0.8143692262127744,-0.6710498920816862,-0.6830689270904141,-0.16141668025461517,-0.6659289152671756
-0.36735095737972717,-1.05718663148046,-0.5098515547705589,-0.7863690413424056,-0.0397778642087865,-0.25375256111917616,0.8143692262127744,-0.12769995592578773,-0.6830689270904141,-0.45774025514522765,-2.0031855350335133
0.7715869496637048,2.0243136189898303,1.6555880064374775,1.0084804893177246,-0.0397778642087865,-0.25375256111917616,-0.6704960263825771,2.1338105891555195,-0.6830689270904141,0.8921782526897848,-2.1814864176690247
-0.36735095737972717,-1.05718663148046,-0.7910774718105635,-0.7863690413424056,-0.0397778642087865,-0.25375256111917616,-0.6704960263825771,-0.42140262411816526,-0.6830689270904141,0.5629298361446597,-1.3791324458092222
-0.36735095737972717,-1.05718663148046,-1.058242092998568,-0.7863690413424056,-0.0397778642087865,-0.25375256111917616,-0.6704960263825771,-0.7004201589009239,-0.6830689270904141,0.43123046952660976,0.04727461527487112
-0.36735095737972717,-1.05718663148046,0.432255267313457,1.0084804893177246,-0.0397778642087865,-0.25375256111917616,2.299234478808126,-0.15707022274502547,1.0268740753012053,-1.54426002974414,0.7604781458169177
0.7715869496637048,-1.05718663148046,-0.6785871049945617,-0.7863690413424056,-0.0397778642087865,-0.25375256111917616,0.8143692262127744,-0.30392155684121425,-0.6830689270904141,-0.5235899384542526,-2.0031855350335133
-0.36735095737972717,0.483563493754685,-0.25674822943455455,1.0084804893177246,-0.0397778642087865,-0.25375256111917616,-0.6704960263825771,-0.2745512900219765,0.0108209869235764,1.1555769859258846,0.7604781458169177
0.7715869496637048,0.483563493754685,1.1212587640614686,1.0084804893177246,-0.0397778642087865,-0.25375256111917616,-0.6704960263825771,1.575775519590002,-0.6830689270904141,0.6946292027627098,-1.8248846523980014
0.7715869496637048,-1.05718663148046,-0.4676676672145581,-0.7863690413424056,-0.0397778642087865,-0.25375256111917616,-0.6704960263825771,-0.7738458259490183,0.48167485714735564,-0.35896573018169015,0.7604781458169177
-0.36735095737972717,0.483563493754685,0.22133582953345346,-0.7863690413424056,-0.0397778642087865,-0.25375256111917616,0.8143692262127744,-0.43608775752778417,1.1260012058746325,0.5629298361446597,-1.0225306805381988
-0.36735095737972717,-1.05718663148046,0.6009908175374599,-0.7863690413424056,-0.0397778642087865,-0.25375256111917616,0.8143692262127744,-0.43608775752778417,1.7951093372452662,-0.7211389883813276,0.7604781458169177
0.7715869496637048,0.483563493754685,0.37601008390545604,-0.7863690413424056,-0.0397778642087865,-0.25375256111917616,2.299234478808126,-0.5241985579854974,1.5472915108116982,-1.6430345547076777,-0.5767784739494197
-0.36735095737972717,0.483563493754685,0.9384619179854655,-0.7863690413424056,-0.0397778642087865,-0.25375256111917616,0.8143692262127744,0.06320677839925769,1.5472915108116982,-0.6223644634177902,0.7604781458169177
0.7715869496637048,-1.05718663148046,-0.5239128506225591,-0.7863690413424056,-0.0397778642087865,-0.25375256111917616,0.8143692262127744,-0.14238508933540658,-0.6830689270904141,-0.09556699694559018,-0.5767784739494197
0.7715869496637048,0.483563493754685,1.3040556101374716,1.0084804893177246,-0.0397778642087865,-0.25375256111917616,-0.6704960263825771,0.7827783154705827,0.9773105100144918,1.1226521442713722,1.3845312350412087
0.7715869496637048,0.483563493754685,-0.15831915847055292,-0.7863690413424056,-0.0397778642087865,1.4223382686732255,-0.6704960263825771,-0.024904022058455575,-0.23699683950999162,-0.8199135133448652,0.7604781458169177
0.7715869496637048,0.483563493754685,1.2478104267294707,1.0084804893177246,-0.0397778642087865,-0.25375256111917616,-0.6704960263825771,1.707941720276572,-0.6830689270904141,1.4519005608164972,0.8496285871346736
-1.5062888644231591,-1.05718663148046,-1.592571335374577,-0.7863690413424056,-0.0397778642087865,-0.25375256111917616,0.8143692262127744,-1.2584552284664412,-0.6830689270904141,-0.8528383549993777,0.7604781458169177
-0.36735095737972717,0.483563493754685,0.03853898345745038,-0.7863690413424056,-0.0397778642087865,3.098429098465627,2.299234478808126,-0.010218888648836697,0.08516633485364682,-0.42481541349071517,-0.04187582604288472
-0.36735095737972717,0.483563493754685,0.6431747050934605,-0.7863690413424056,-0.0397778642087865,3.098429098465627,0.8143692262127744,-0.31860669025083316,1.6712004240284821,-0.4906650967997402,0.7604781458169177
-0.36735095737972717,0.483563493754685,-0.4957902589185586,-0.7863690413424056,-0.0397778642087865,-0.25375256111917616,0.8143692262127744,-0.11301482251616884,-0.6830689270904141,0.2666062612540473,-1.1116811218559548
0.7715869496637048,0.483563493754685,-0.636403217438561,-0.7863690413424056,-0.0397778642087865,-0.25375256111917616,0.8143692262127744,-0.2598661566123576,-0.6830689270904141,0.1349068946359973,0.49302682186365027
-1.5062888644231591,-1.05718663148046,-1.522264856114576,-0.7863690413424056,-0.0397778642087865,-0.25375256111917616,0.8143692262127744,-1.1850295614183468,-0.6830689270904141,-0.6552893050723027,0.8496285871346736
